"Projektname";"ProjektDevC003707-2018-07-26-Koza-Biofilm"
"Profilname";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x"

"LOT";""

"lfd. WellZeile";"lfd. WellSpalte";"Kavitätsbezeichnung";"lfd. Probenträger-Nr";"ID";"Name";"Vorname";"Geburtsdatum";"Geschlecht";"ModulName";"ModulKonfiguration";"Einzelergebnis-Anzahl";"(1) Ergebnisname";"(1) Ergebnis";"(1) Ereignisanzahl";"(1) Mittelwert";"(1) Standardabweichung";"(1) CV-Wert"
1;8;"A8";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";0
2;8;"B8";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,6019008570;0;"n/a";"n/a";"n/a"
3;8;"C8";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,5336961129;0;"n/a";"n/a";"n/a"
4;8;"D8";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,4693526318;0;"n/a";"n/a";"n/a"
5;8;"E8";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,4385058540;0;"n/a";"n/a";"n/a"
6;8;"F8";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,4649565489;0;"n/a";"n/a";"n/a"
7;8;"G8";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,3949668561;0;"n/a";"n/a";"n/a"
8;8;"H8";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";0
1;9;"A9";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";0
2;9;"B9";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,6466259146;0;"n/a";"n/a";"n/a"
3;9;"C9";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,6938652820;0;"n/a";"n/a";"n/a"
4;9;"D9";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,7437422148;0;"n/a";"n/a";"n/a"
5;9;"E9";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,3405936029;0;"n/a";"n/a";"n/a"
6;9;"F9";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,3326324994;0;"n/a";"n/a";"n/a"
7;9;"G9";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,3387759379;0;"n/a";"n/a";"n/a"
8;9;"H9";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";0
1;10;"A10";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";0
2;10;"B10";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,4836627856;0;"n/a";"n/a";"n/a"
3;10;"C10";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,4827163784;0;"n/a";"n/a";"n/a"
4;10;"D10";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,6584356933;0;"n/a";"n/a";"n/a"
5;10;"E10";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,6430693601;0;"n/a";"n/a";"n/a"
6;10;"F10";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,6502771182;0;"n/a";"n/a";"n/a"
7;10;"G10";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,5288394186;0;"n/a";"n/a";"n/a"
8;10;"H10";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";0
1;11;"A11";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";0
2;11;"B11";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,7690923340;0;"n/a";"n/a";"n/a"
3;11;"C11";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,7722331792;0;"n/a";"n/a";"n/a"
4;11;"D11";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,7140968974;0;"n/a";"n/a";"n/a"
5;11;"E11";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,3122284715;0;"n/a";"n/a";"n/a"
6;11;"F11";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,2976784464;0;"n/a";"n/a";"n/a"
7;11;"G11";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,2832714330;0;"n/a";"n/a";"n/a"
8;11;"H11";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";0
1;12;"A12";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";0
2;12;"B12";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,2804056078;0;"n/a";"n/a";"n/a"
3;12;"C12";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,2821709174;0;"n/a";"n/a";"n/a"
4;12;"D12";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,2940910950;0;"n/a";"n/a";"n/a"
5;12;"E12";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,2591373800;0;"n/a";"n/a";"n/a"
6;12;"F12";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,2364048882;0;"n/a";"n/a";"n/a"
7;12;"G12";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,2384713902;0;"n/a";"n/a";"n/a"
8;12;"H12";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";0
