"Projektname";"ProjektDevC003709-2018-07-27-Ania-Biofilm"
"Profilname";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x"

"LOT";""

"lfd. WellZeile";"lfd. WellSpalte";"Kavitätsbezeichnung";"lfd. Probenträger-Nr";"ID";"Name";"Vorname";"Geburtsdatum";"Geschlecht";"ModulName";"ModulKonfiguration";"Einzelergebnis-Anzahl";"(1) Ergebnisname";"(1) Ergebnis";"(1) Ereignisanzahl";"(1) Mittelwert";"(1) Standardabweichung";"(1) CV-Wert"
4;7;"D7";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";1,2561963873;0;"n/a";"n/a";"n/a"
5;7;"E7";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,3504370190;0;"n/a";"n/a";"n/a"
6;7;"F7";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,3299788342;0;"n/a";"n/a";"n/a"
7;7;"G7";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,3051475575;0;"n/a";"n/a";"n/a"
8;7;"H7";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";0
1;8;"A8";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";0
2;8;"B8";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,4944637682;0;"n/a";"n/a";"n/a"
3;8;"C8";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,7876910144;0;"n/a";"n/a";"n/a"
4;8;"D8";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,6687368881;0;"n/a";"n/a";"n/a"
5;8;"E8";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,6844130408;0;"n/a";"n/a";"n/a"
6;8;"F8";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,6112968491;0;"n/a";"n/a";"n/a"
7;8;"G8";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,8166636623;0;"n/a";"n/a";"n/a"
8;8;"H8";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";0
1;9;"A9";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";0
2;9;"B9";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,7998168402;0;"n/a";"n/a";"n/a"
3;9;"C9";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,8280432067;0;"n/a";"n/a";"n/a"
4;9;"D9";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,9234788325;0;"n/a";"n/a";"n/a"
5;9;"E9";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,4244048034;0;"n/a";"n/a";"n/a"
6;9;"F9";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,3524406281;0;"n/a";"n/a";"n/a"
7;9;"G9";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,3485133403;0;"n/a";"n/a";"n/a"
8;9;"H9";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";0
1;10;"A10";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";0
2;10;"B10";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,4305369314;0;"n/a";"n/a";"n/a"
3;10;"C10";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,6559282732;0;"n/a";"n/a";"n/a"
4;10;"D10";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,6671037013;0;"n/a";"n/a";"n/a"
5;10;"E10";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,6071054478;0;"n/a";"n/a";"n/a"
6;10;"F10";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,5282108725;0;"n/a";"n/a";"n/a"
7;10;"G10";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,4800152025;0;"n/a";"n/a";"n/a"
8;10;"H10";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";0
1;11;"A11";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";0
2;11;"B11";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,4026817982;0;"n/a";"n/a";"n/a"
3;11;"C11";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,5874085068;0;"n/a";"n/a";"n/a"
4;11;"D11";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,6688324887;0;"n/a";"n/a";"n/a"
5;11;"E11";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,3254340773;0;"n/a";"n/a";"n/a"
6;11;"F11";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,2927550632;0;"n/a";"n/a";"n/a"
7;11;"G11";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,2794483675;0;"n/a";"n/a";"n/a"
8;11;"H11";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";0
1;12;"A12";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";0
2;12;"B12";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,2744948256;0;"n/a";"n/a";"n/a"
3;12;"C12";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,2817090081;0;"n/a";"n/a";"n/a"
4;12;"D12";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,2979438464;0;"n/a";"n/a";"n/a"
5;12;"E12";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,2577480226;0;"n/a";"n/a";"n/a"
6;12;"F12";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,2323322816;0;"n/a";"n/a";"n/a"
7;12;"G12";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";1;"Lebend";0,2328279083;0;"n/a";"n/a";"n/a"
8;12;"H12";1;"";"";"";"";"";"FluoReaderTestDll.dll";"FluoReader_BiofilmLebend_GlobalWellIntensity_GreinerPlastikPlatte_1,25x.ffstc";0
